product_name,product_id,category,buy_price,sell_price,stock,profit_per_item
"Stiletto Box Cutter, Serrated",OFF-SU-10002214,Supplies,32.99,40.25,9,7.26
"Novimex Executive Leather Armchair, Black",FUR-CH-10003746,Chairs,411.99,523.23,18,111.24
"Advantus Thumb Tacks, Metal",OFF-FA-10001054,Fasteners,13.99,15.67,1,1.68
"Novimex Shipping Labels, Adjustable",OFF-LA-10001188,Labels,7.99,8.95,0,0.96
"Cuisinart Blender, Red",OFF-AP-10002476,Appliances,59.99,71.99,9,12.0
"Panasonic Inkjet, White",TEC-MA-10004814,Machines,278.99,334.79,0,55.8
"Eaton Parchment Paper, Recycled",OFF-PA-10002842,Paper,12.99,16.63,10,3.64
"SanDisk Computer Printout Paper, Premium",OFF-PA-10000277,Paper,29.99,38.99,17,9.0
"Cameo Mailers, Set of 50",OFF-EN-10004186,Envelopes,37.99,46.35,10,8.36
"Panasonic Card Printer, Wireless",TEC-MA-10003079,Machines,173.99,226.19,10,52.2
"Novimex Shipping Labels, 5000 Label Set",OFF-LA-10003278,Labels,10.99,13.96,10,2.97
"Accos Clamps, 12 Pack",OFF-FA-10002964,Fasteners,8.99,11.24,4,2.25
"Konica Inkjet, Durable",TEC-MA-10004408,Machines,311.99,389.99,3,78.0
"KitchenAid Refrigerator, White",OFF-AP-10000003,Appliances,472.99,614.89,3,141.9
"HP Copy Machine, High-Speed",TEC-CO-10001523,Copiers,121.99,134.19,2,12.2
"SAFCO Chairmat, Set of Two",FUR-CH-10001663,Chairs,49.99,62.49,20,12.5
"Dania Corner Shelving, Pine",FUR-BO-10000533,Bookcases,122.99,137.75,2,14.76
"Cuisinart Microwave, Silver",OFF-AP-10001510,Appliances,278.99,320.84,6,41.85
"Enermax Memory Card, Bluetooth",TEC-AC-10000657,Accessories,113.99,134.51,19,20.52
"Sauder 3-Shelf Cabinet, Metal",FUR-BO-10000820,Bookcases,149.99,164.99,8,15.0
"Lesro Coffee Table, with Bottom Storage",FUR-TA-10004817,Tables,125.99,160.01,5,34.02
"SanDisk Flash Drive, USB",TEC-AC-10002844,Accessories,39.99,46.39,7,6.4
"Fiskars Ruler, High Speed",OFF-SU-10004244,Supplies,13.99,16.79,19,2.8
"Deflect-O Photo Frame, Erganomic",FUR-FU-10000361,Furnishings,50.99,56.09,9,5.1
"Enermax Keyboard, Bluetooth",TEC-AC-10000512,Accessories,82.99,101.25,11,18.26
"Panasonic Receipt Printer, Wireless",TEC-MA-10003101,Machines,59.99,71.39,10,11.4
"SanDisk Flash Drive, Erganomic",TEC-AC-10002581,Accessories,18.99,24.31,7,5.32
"SanDisk Mouse, USB",TEC-AC-10004102,Accessories,18.99,21.08,17,2.09
"KitchenAid Refrigerator, Silver",OFF-AP-10001635,Appliances,528.99,613.63,8,84.64
"Advantus Frame, Erganomic",FUR-FU-10003879,Furnishings,109.99,122.09,15,12.1
"Memorex Mouse, Programmable",TEC-AC-10001791,Accessories,29.99,33.89,6,3.9
"Samsung Speaker Phone, Cordless",TEC-PH-10004162,Phones,106.99,138.02,14,31.03
"Enermax Parchment Paper, Premium",OFF-PA-10000301,Paper,7.99,10.31,16,2.32
"Epson Inkjet, White",TEC-MA-10001792,Machines,259.99,332.79,9,72.8
"Barricks Round Table, with Bottom Storage",FUR-TA-10003899,Tables,250.99,278.6,19,27.61
"Accos Rubber Bands, Metal",OFF-FA-10002045,Fasteners,16.99,20.73,8,3.74
"SanDisk Memory Card, Programmable",TEC-AC-10003417,Accessories,113.99,145.91,14,31.92
"Eldon Frame, Black",FUR-FU-10002979,Furnishings,115.99,146.15,2,30.16
"Novimex Bag Chairs, Black",FUR-CH-10000690,Chairs,38.99,50.69,4,11.7
"Hoover Refrigerator, Black",OFF-AP-10000509,Appliances,472.99,534.48,12,61.49
"KitchenAid Refrigerator, Red",OFF-AP-10000437,Appliances,527.99,644.15,19,116.16
"Cameo Peel and Seal, Set of 50",OFF-EN-10000788,Envelopes,20.99,26.66,1,5.67
"Enermax Router, Bluetooth",TEC-AC-10001949,Accessories,257.99,296.69,1,38.7
"Hamilton Beach Microwave, Silver",OFF-AP-10003622,Appliances,254.99,293.24,15,38.25
"Barricks Coffee Table, Fully Assembled",FUR-TA-10000115,Tables,90.99,101.91,3,10.92
"Accos Thumb Tacks, Bulk Pack",OFF-FA-10003531,Fasteners,13.99,17.49,11,3.5
"Cuisinart Microwave, Black",OFF-AP-10002698,Appliances,277.99,353.05,2,75.06
"SAFCO Executive Leather Armchair, Set of Two",FUR-CH-10000848,Chairs,416.99,542.09,5,125.1
"Brother Ink, High-Speed",TEC-CO-10004976,Copiers,72.99,82.48,16,9.49
"Safco Corner Shelving, Pine",FUR-BO-10001876,Bookcases,135.99,175.43,7,39.44
"OIC Push Pins, 12 Pack",OFF-FA-10000349,Fasteners,13.99,17.49,15,3.5
"Tenex Clock, Durable",FUR-FU-10004421,Furnishings,8.99,11.24,17,2.25
"Fiskars Box Cutter, Steel",OFF-SU-10002429,Supplies,34.99,39.19,5,4.2
"Nokia Speaker Phone, with Caller ID",TEC-PH-10000038,Phones,73.99,88.05,5,14.06
"Harbour Creations Swivel Stool, Set of Two",FUR-CH-10004685,Chairs,181.99,212.93,13,30.94
"Safco 3-Shelf Cabinet, Traditional",FUR-BO-10004926,Bookcases,151.99,183.91,15,31.92
"Tenex Photo Frame, Duo Pack",FUR-FU-10002304,Furnishings,41.99,49.13,5,7.14
"Kraft Manila Envelope, with clear poly window",OFF-EN-10001449,Envelopes,29.99,38.99,20,9.0
"Hewlett Ink, High-Speed",TEC-CO-10004045,Copiers,146.99,170.51,13,23.52
"Kraft Manila Envelope, Recycled",OFF-EN-10004212,Envelopes,24.99,32.49,9,7.5
"Epson Calculator, White",TEC-MA-10003630,Machines,21.99,27.49,17,5.5
"Elite Shears, Serrated",OFF-SU-10002934,Supplies,43.99,55.43,7,11.44
"Xerox Note Cards, Recycled",OFF-PA-10004990,Paper,12.99,14.29,12,1.3
"Bevis Coffee Table, Fully Assembled",FUR-TA-10004748,Tables,207.99,255.83,9,47.84
"Konica Card Printer, Durable",TEC-MA-10003404,Machines,148.99,172.83,10,23.84
"SAFCO Steel Folding Chair, Adjustable",FUR-CH-10004309,Chairs,78.99,92.42,3,13.43
"Cameo Mailers, Security-Tint",OFF-EN-10003299,Envelopes,40.99,49.6,11,8.61
"Eaton Note Cards, Multicolor",OFF-PA-10001348,Paper,30.99,35.33,15,4.34
"Kraft Clasp Envelope, Security-Tint",OFF-EN-10002961,Envelopes,10.99,14.29,13,3.3
"Barricks Wood Table, Adjustable Height",FUR-TA-10000403,Tables,155.99,191.87,9,35.88
"Memorex Memory Card, Programmable",TEC-AC-10003063,Accessories,103.99,127.91,9,23.92
"Avery Shipping Labels, Laser Printer Compatible",OFF-LA-10000685,Labels,11.99,14.03,18,2.04
"Breville Blender, Black",OFF-AP-10003318,Appliances,44.99,53.99,12,9.0
"Hoover Refrigerator, White",OFF-AP-10003558,Appliances,523.99,660.23,3,136.24
